Timestamp,Age,Industry,Job_title,Salary,Additional_compensation,Currency,Other_currency,Country,State,City,Overall_work_experience,Field_years_experience,Education,Gender,Race
2021-04-27T17:06:03.801Z,45-54,STEM Research,Research Scientist,135000,0,USD,,United States,Texas,San Antonio,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-04-27T17:06:04.820Z,25-34,Computing or Tech,Service Designer,130000,0,USD,,United States,Virginia,McLean,11 - 20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-04-27T17:06:05.350Z,25-34,Library/Archives,Librarian,26000,0,USD,,United States,Oklahoma,Ardmore,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, Middle Eastern or Northern African, White"
2021-04-27T17:06:05.800Z,25-34,"Accounting, Banking & Finance",Senior Accountant,60000,0,USD,,United States,Ohio,Columbus,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:06:06.324Z,35-44,Nonprofits,Administrative Assistant,37000,0,USD,,United States,Ohio,Shaker Hts,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:06.375Z,25-34,Engineering,User experience specialist,85000,3000,USD,,United States,South Carolina,Charleston,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:06.652Z,35-44,Media & Digital,Self-employed writer,45000,20000,USD,,United States,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:06:06.690Z,25-34,Nonprofits,Director of Development,92000,0,USD,,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:06:07.020Z,25-34,Health care,occupational therapist,35,0,EUR,,Finland,,helsinki,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:06:07.158Z,25-34,Engineering,Production Technician,65000,4000,USD,,United States,Wisconsin,Madison,5-7 years,2 - 4 years,College degree,Man,White
2021-04-27T17:06:08.373Z,35-44,"Marketing, Advertising & PR",Graphic Designer,35000,0,USD,,United States,Indiana,Mishawaka,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:06:12.105Z,25-34,"Accounting, Banking & Finance",Compliance Officer,74000,1000,USD,,United States,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:12.130Z,25-34,Engineering,Director of Intelligence,102500,20000,USD,,United States,Florida,Tampa,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:06:12.250Z,25-34,Government and Public Administration,Program Analyst,117500,1500,USD,,United States,,"Washington, DC",8 - 10 years,5-7 years,Master's degree,,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:06:12.374Z,35-44,Nonprofits,Coordinator of Survivor Services,70000,1500,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:06:12.933Z,45-54,Computing or Tech,Software Developer,140000,5000,USD,,United States,Colorado,Denver,21 - 30 years,11 - 20 years,Some college,Woman,White
2021-04-27T17:06:13.090Z,35-44,Architecture,Project Architect,58000,4000,USD,,United States,New Jersey,Lambertville,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:06:14.648Z,35-44,"Marketing, Advertising & PR",Brand Consultant,400000,0,USD,,United States,New York,Chatham,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:06:14.656Z,35-44,Nonprofits,HR director,61200,0,USD,,United States,Illinois,Skokie,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:06:14.968Z,25-34,"Marketing, Advertising & PR",Marketing Director,85000,10000,GBP,,United Kingdom,,London,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:06:15.133Z,25-34,Recruitment or HR,Talent Acquisition Specialist,66000,0,USD,,United States,Georgia,Alpharetta,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:06:16.508Z,35-44,Computing or Tech,technical support specialist,70000,0,USD,,United States,Texas,Austin,8 - 10 years,5-7 years,College degree,Woman,Black or African American
2021-04-27T17:06:17.158Z,25-34,Education (Higher Education),Communications Specialist,52000,0,USD,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:17.213Z,45-54,Property or Construction,CAD Manager,75500,5000,USD,,United States,Florida,Northeast Florida,21 - 30 years,11 - 20 years,Some college,Woman,White
2021-04-27T17:06:17.827Z,25-34,"Marketing, Advertising & PR",Content Strategist and Writer,57000,0,USD,,United States,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:06:20.387Z,25-34,Nonprofits,Associate,83200,0,USD,,United States,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:06:21.992Z,18-24,"Marketing, Advertising & PR","Manager, Planning",77500,0,USD,,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, White"
2021-04-27T17:06:23.059Z,35-44,Retail,Fulfillment Expert,31200,0,USD,,United States,Florida,Altamonte Springs,11 - 20 years,1 year or less,College degree,Woman,White
2021-04-27T17:06:23.375Z,25-34,Health care,Midwife,31000,1000,GBP,,United Kingdom,,Brighton,2 - 4 years,1 year or less,Master's degree,Woman,White
2021-04-27T17:06:24.254Z,35-44,"Marketing, Advertising & PR",Associate Creative Director,215000,10000,USD,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T17:06:24.324Z,25-34,Academia,Administrative Assistant,55000,2500,USD,,United States,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Man,White
2021-04-27T17:06:24.820Z,45-54,Law,Senior Corporate Counsel,220000,0,USD,,United States,California,San Francisco,11 - 20 years,11 - 20 years,PhD,Woman,Asian or Asian American
2021-04-27T17:06:26.223Z,25-34,Retail,Head of Data & Analytics,100000,0,USD,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:06:26.659Z,25-34,Computing or Tech,Systems Analyst,80000,0,USD,,United States,,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:06:27.226Z,35-44,Education (Higher Education),Associate Director,63000,2000,USD,,United States,Texas,El Paso,11 - 20 years,8 - 10 years,,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:06:27.574Z,25-34,Education (Higher Education),Librarian,52500,2000,USD,,United States,North Carolina,Research Triangle region,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:06:31.200Z,25-34,Media & Digital,UX designer,36000,0,EUR,,France,,Lyon,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:06:31.396Z,25-34,"Accounting, Banking & Finance",Lead business controls specialist,94000,0,USD,,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:06:33.893Z,25-34,Engineering,Product Engineer,57000,0,USD,,United States,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:34.888Z,35-44,Computing or Tech,Senior Technical Writer,83000,8000,USD,,United States,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:35.378Z,35-44,Nonprofits,Senior Director,90000,0,USD,,United States,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:06:36.426Z,35-44,Hospitality & Events,Hotel Sales Manager,66950,0,USD,,United States,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:36.455Z,25-34,Government and Public Administration,Planner,76000,0,USD,,United States,California,Merced,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-04-27T17:06:37.074Z,25-34,Engineering,Principal Engineer,52000,6000,GBP,,United Kingdom,,Aberdeen,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:06:39.211Z,25-34,Nonprofits,Information and Program Manager,70000,5000,USD,,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:06:39.833Z,25-34,Education (Higher Education),Assistant Professor,60000,2500,USD,,United States,,Birmingham,2 - 4 years,2 - 4 years,PhD,Non-binary,White
2021-04-27T17:06:40.817Z,35-44,Engineering,Media and PR,80000,0,USD,,United States,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:06:40.870Z,35-44,Nonprofits,Technical assistance provider,70000,0,USD,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:06:41.052Z,25-34,Education (Higher Education),Library Specialist,34299,0,USD,,United States,Maine,Gorham/Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:06:42.925Z,25-34,Computing or Tech,Strategic Operations and Programme Manager,90000,0,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:06:44.009Z,35-44,Education (Higher Education),Assistant Director,50000,0,USD,,United States,New York,Westchester/NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:06:45.379Z,35-44,Hospitality & Events,Director of Client Services,85000,0,USD,,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T17:06:48.229Z,35-44,Retail,Loss prevention manager,87000,15000,USD,,United States,California,San Jose,8 - 10 years,2 - 4 years,High School,Woman,White
2021-04-27T17:06:50.083Z,35-44,Law,Associate Attorney,125000,15000,USD,,United States,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:06:50.135Z,35-44,Commercial Real Estate,Administrative Assistant,55000,5000,USD,,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,White
2021-04-27T17:06:50.645Z,55-64,Law,Attorney,275000,0,USD,,United States,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Master's degree,Woman,White
2021-04-27T17:06:50.765Z,25-34,Pet care industry,Operations Manager,48500,0,USD,,United States,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-04-27T17:06:51.239Z,35-44,Engineering,Software Engineer,139000,9000,USD,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:06:52.805Z,25-34,Law,Paralegal / Legal Assistant,54080,500,USD,,United States,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:06:53.086Z,35-44,Insurance,Manager & Actuary,170000,30000,USD,,United States,,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:06:53.071Z,25-34,"Marketing, Advertising & PR",Marketing Manager,60000,30000,CAD,,Canada,,Remote worker,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:06:54.189Z,45-54,Education (Primary/Secondary),Librarian,70000,1000,USD,,United States,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree,Man,White
2021-04-27T17:06:56.307Z,25-34,Nonprofits,Communications Associate,53000,0,USD,,United States,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:06:57.653Z,35-44,Health care,Cytotechnologist,82160,0,USD,,United States,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:06:58.905Z,25-34,Recruitment or HR,Onboarding Partner,71000,0,USD,,United States,New York,Buffalo,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:06:58.996Z,18-24,Engineering,Graduate Research Assitant,25700,0,USD,,United States,Indiana,West Lafayette,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:06:59.184Z,25-34,Politics,Deputy C-level,105000,0,USD,,United States,,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:07:00.083Z,35-44,Education (Higher Education),"Librarian, non-supervisory",77000,0,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:07:00.269Z,35-44,Health care,Content Strategist,50000,0,USD,,United States,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:07:00.974Z,25-34,University administration,Programme Administrator,25217,0,GBP,,United Kingdom,,Glasgow,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T17:07:02.921Z,25-34,Government and Public Administration,Public Service Tech,31616,0,USD,,United States,Georgia,Too identifiable,5-7 years,2 - 4 years,College degree,Non-binary,White
2021-04-27T17:07:04.654Z,35-44,Government and Public Administration,EOS,95000,2000,USD,,United States,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:07:04.819Z,18-24,Business or Consulting,Data Analyst,62000,2000,USD,,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,White
2021-04-27T17:07:07.276Z,35-44,Animal Care,Sr Associate - Quality Assurance,75000,7500,USD,,United States,Indiana,Clinton,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:07:07.414Z,25-34,Education (Primary/Secondary),High school teacher,71000,7500,USD,,United States,New York,New York,5-7 years,5-7 years,College degree,Non-binary,White
2021-04-27T17:07:07.592Z,45-54,Computing or Tech,Business Analyst,88000,7500,USD,,United States,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:07:07.633Z,25-34,Property or Construction,Assistant to Property Managers,31500,0,USD,,United States,South Carolina,Columbia,8 - 10 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
2021-04-27T17:07:08.012Z,25-34,Health care,IT Training Specialist,76000,0,USD,,United States,Massachusetts,Woburn,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:07:08.279Z,35-44,Health care,Principal Statistical Programmer,165000,30000,USD,,United States,Massachusetts,Boston,21 - 30 years,21 - 30 years,College degree,Non-binary,White
2021-04-27T17:07:09.290Z,25-34,"Accounting, Banking & Finance",Reporting Analyst,45760,0,USD,,United States,California,Anaheim,11 - 20 years,2 - 4 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:07:09.938Z,25-34,"Marketing, Advertising & PR",Communications Manager,86000,0,USD,,United States,Florida,Orlando,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T17:07:10.955Z,25-34,Engineering,Project Manager,78240,0,CAD,,Canada,,Calgary,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:07:11.685Z,25-34,Education (Higher Education),Admissions Advisor,56000,0,USD,,United States,Wisconsin,Appleton,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:07:12.342Z,35-44,Sales,Sales support,23050,0,GBP,,United Kingdom,,London,11 - 20 years,8 - 10 years,,Woman,White
2021-04-27T17:07:12.926Z,25-34,Educational technology,Business Development Specialist,67000,2000,USD,,United States,Minnesota,Bloomington,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:07:13.215Z,25-34,Law,Associate,125000,2000,USD,,United States,Tennessee,Chattanooga,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:07:13.567Z,25-34,Property or Construction,Assistant Project Manager,55000,0,USD,,United States,Florida,Jacksonville,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:07:13.653Z,35-44,Computing or Tech,Supply chain manager,125000,50000,USD,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:07:14.420Z,25-34,Health care,RN,60000,50000,USD,,United States,Tennessee,Memphis,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:07:16.983Z,25-34,Law,Associate,190000,50000,USD,,United States,Massachusetts,Boston,1 year or less,1 year or less,Master's degree,Woman,White
2021-04-27T17:07:17.343Z,45-54,Utilities & Telecommunications,Land Analyst,60320,0,USD,,United States,Pennsylvania,Pittsburgh,21 - 30 years,8 - 10 years,Some college,Woman,White
2021-04-27T17:07:17.387Z,35-44,Pharmaceuticals,Regulatory affairs manager,125000,18750,USD,,United States,North Carolina,Durham,5-7 years,2 - 4 years,PhD,Woman,White
2021-04-27T17:07:17.559Z,45-54,Education (Primary/Secondary),teacher,94000,18750,USD,,United States,Connecticut,Stamford,21 - 30 years,21 - 30 years,PhD,Woman,White
2021-04-27T17:07:17.636Z,25-34,Health care,NP-PHC,98000,0,CAD,,Canada,,Rural Ontario,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:07:18.962Z,35-44,Government and Public Administration,Administrative Assistant,49000,0,USD,,United States,Oregon,Newport,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-04-27T17:07:21.033Z,35-44,Nonprofits,Director of Development,120000,0,USD,,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:07:21.150Z,25-34,Education (Higher Education),Teaching Assistant,28000,0,USD,,United States,New Jersey,New Brunswick,2 - 4 years,2 - 4 years,Master's degree,Non-binary,White
2021-04-27T17:07:21.581Z,55-64,Recruitment or HR,Consultant,135000,0,USD,,United States,Illinois,"Chicago area mostly, but also the US and Canada",31 - 40 years,31 - 40 years,College degree,Woman,White
