Timestamp,Age,Industry,Job_title,Salary,Additional_compensation,Currency,Other_currency,Country,State,City,Overall_work_experience,Field_years_experience,Education,Gender,Race
2021-04-28T02:03:56.218Z,35-44,Environmental Science,Botanist,68000,0,USD,,United States,California,Sacramento,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:03:58.739Z,25-34,Government and Public Administration,Supervisor,102000,0,USD,,United States,Oregon,Portland,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:04:15.991Z,25-34,Health care,Director,140000,0,USD,,United States,New York,NYC,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:04:20.150Z,45-54,Engineering,shipping clerk,29000,0,USD,,United States,Virginia,Richmond,21 - 30 years,1 year or less,College degree,Woman,White
2021-04-28T02:04:21.951Z,35-44,Nonprofits,Associate Director,76000,0,USD,,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:04:40.098Z,35-44,Nonprofits,Marketing Director,91000,0,USD,,United States,New York,New York City,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:04:46.067Z,35-44,Computing or Tech,IT Project Manager,100000,0,USD,,United States,Minnesota,St. Paul,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-28T02:04:58.536Z,25-34,Computing or Tech,Senior marketing automation managed,131000,44000,USD,,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-28T02:05:22.274Z,35-44,Transport or Logistics,HRIS Analyst,80000,2000,USD,,United States,Oregon,Portland,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:05:49.151Z,25-34,Education (Higher Education),Visiting Instructor,59900,0,USD,,United States,Indiana,Greencastle,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:05:54.516Z,25-34,Education (Higher Education),Project Manager,69422,0,USD,,United States,Oregon,Portland,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:05:59.353Z,25-34,Art & Design,Senior Production Designer,60000,0,USD,,United States,Oregon,Portland,5-7 years,5-7 years,College degree,Man,White
2021-04-28T02:06:39.076Z,35-44,Nonprofits,Sr. Grants Manager,116000,0,USD,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-04-28T02:06:50.769Z,25-34,Nonprofits,Business Development Director,75000,5000,USD,,United States,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:06:54.754Z,35-44,Computing or Tech,Senior Product Designer,168000,5000,USD,,United States,California,Palo Alto,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:06:55.104Z,25-34,Recruitment or HR,HR Manager,50000,0,USD,,United States,Maryland,Germantown,8 - 10 years,8 - 10 years,Some college,Woman,
2021-04-28T02:06:56.595Z,25-34,Engineering,Director of Coffee,72000,0,USD,,United States,New York,New York,8 - 10 years,8 - 10 years,Some college,Woman,Black or African American
2021-04-28T02:07:04.494Z,18-24,Utilities & Telecommunications,Office manager,30000,0,USD,,United States,Florida,Tampa,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:07:07.019Z,35-44,Health care,Finance and Sponsored Projects Officer,78000,0,USD,,United States,Ohio,Columbus,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:07:12.400Z,35-44,Education (Higher Education),Advising Dean,70000,0,USD,,United States,New York,New York City,5-7 years,5-7 years,PhD,Woman,White
2021-04-28T02:07:22.654Z,35-44,Nonprofits,Senior Director,80000,0,USD,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
2021-04-28T02:07:27.598Z,45-54,Computing or Tech,CE Expert,40000,0,USD,,United States,Texas,Austin,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-04-28T02:07:34.168Z,25-34,Computing or Tech,Application Developer,65000,9750,USD,,United States,New Hampshire,Portsmouth,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:07:36.782Z,35-44,Education (Higher Education),Career Services Officer,50000,9750,USD,,United States,Washington,Vancouver,11 - 20 years,5-7 years,Some college,Woman,White
2021-04-28T02:08:22.683Z,25-34,Engineering,Project Manager,69000,45000,USD,,Japan,,Okinawa,5-7 years,5-7 years,College degree,Woman,White
2021-04-28T02:08:24.221Z,45-54,Property or Construction,Executive Assistant,76900,55000,CAD,,Canada,,"Edmonton, Alberta",31 - 40 years,31 - 40 years,High School,Woman,White
2021-04-28T02:08:26.771Z,35-44,Nonprofits,National Manager Learning Systems,62000,6000,USD,,United States,Pennsylvania,Easton,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:08:32.974Z,45-54,Publishing,Freelance Editor,104000,0,USD,,United States,New Jersey,Mahwah,21 - 30 years,21 - 30 years,College degree,Woman,Asian or Asian American
2021-04-28T02:08:59.530Z,25-34,Engineering,Sr process engineer,80160,6000,USD,,United States,Kentucky,Lexington,5-7 years,5-7 years,College degree,Woman,White
2021-04-28T02:09:03.225Z,25-34,Education (Higher Education),LecturerF,68000,0,USD,,United States,New Hampshire,Manchester,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-04-28T02:09:06.157Z,25-34,Government and Public Administration,Clerk,27288,5275,USD,,United States,Florida,"Orlando, I work in United States at a Consulate for Mexican Government",11 - 20 years,8 - 10 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
2021-04-28T02:09:15.419Z,18-24,Human Capital Management,Sales Operations Manager,108000,10000,USD,,United States,Georgia,Atlanta,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:09:15.821Z,35-44,Nonprofits,Program Manager,44000,0,USD,,United States,North Carolina,Greensboro,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-04-28T02:09:44.419Z,25-34,Computing or Tech,Instructional Designer,103500,11500,USD,,United States,Massachusetts,Boston,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-28T02:09:53.658Z,45-54,Engineering,Executive Assistant & Employee Engagement Specialist,58000,3500,USD,,United States,Ohio,Cincinnati,21 - 30 years,5-7 years,College degree,Woman,White
2021-04-28T02:09:54.313Z,35-44,Engineering,Lead Chemist,70000,3500,USD,,United States,Minnesota,Plymouth,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:10:00.418Z,35-44,Educational Publishing,Instructional Designer,124000,12400,USD,,United States,Connecticut,Hartford,11 - 20 years,8 - 10 years,PhD,Man,White
2021-04-28T02:10:18.818Z,35-44,Insurance,Underwriting manager,75000,5000,CAD,,Canada,,Fredericton,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:10:20.961Z,35-44,Nonprofits,Director of Development,163000,5000,USD,,United States,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:10:31.915Z,25-34,Business or Consulting,Associate Consultant,57000,0,USD,,United States,Minnesota,St. Paul,2 - 4 years,2 - 4 years,College degree,Non-binary,White
2021-04-28T02:10:35.563Z,45-54,Computing or Tech,Business Analyst,210000,20000,AUD/NZD,,Australia,,Sydney,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:10:42.908Z,25-34,Nonprofits,Policy Analyst,75000,600,USD,,United States,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,Master's degree,Woman,Black or African American
2021-04-28T02:10:51.639Z,35-44,Computing or Tech,Senior Software Engineer,137000,600,USD,,United States,New York,NYC,11 - 20 years,8 - 10 years,Master's degree,Man,Asian or Asian American
2021-04-28T02:11:23.114Z,25-34,Health care,Clinical Trial Manager,115000,20000,USD,,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:11:24.865Z,25-34,"Marketing, Advertising & PR",Senior Music Producer,100000,20000,USD,,United States,New York,New York,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:11:42.321Z,35-44,Law,Paralegal,80000,500,USD,,United States,North Carolina,Charlotte,11 - 20 years,11 - 20 years,College degree,Woman,"Black or African American, White"
2021-04-28T02:12:01.195Z,35-44,Nonprofits,HR Manager,101000,500,USD,,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:12:08.008Z,25-34,Hospitality & Events,eCommerce Agent,30000,0,USD,,United States,Florida,Orlando,1 year or less,1 year or less,Some college,Woman,White
2021-04-28T02:12:21.801Z,25-34,Business or Consulting,Bid Manager,65000,0,EUR,,France,,Paris,8 - 10 years,5-7 years,Master's degree,Man,White
2021-04-28T02:12:39.182Z,35-44,Computing or Tech,Product Manager,86000,5000,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:13:02.378Z,45-54,Education (Primary/Secondary),School psychologist,110000,5000,USD,,United States,California,San Diego,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:13:15.829Z,35-44,Health care,Pharmacy Manager,177000,5000,USD,,United States,Oregon,Portland,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-28T02:13:39.309Z,35-44,Computing or Tech,Sr. Business Manager,106000,18000,USD,,United States,Missouri,Saint Louis,11 - 20 years,11 - 20 years,College degree,,Black or African American
2021-04-28T02:13:45.382Z,25-34,cultural (museums/galleries),public programs manager,40000,18000,CAD,,Canada,,Toronto,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:13:46.213Z,25-34,Education (Primary/Secondary),Teacher-librarian,57000,18000,USD,,United States,New York,Utica,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-04-28T02:13:49.881Z,35-44,Sales,Customer Support Supervisor,50000,18000,USD,,United States,Oregon,Eugene,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:13:54.402Z,25-34,Computing or Tech,Software tester,75000,0,CAD,,Canada,,Ottawa,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-28T02:13:56.601Z,25-34,Computing or Tech,Front End Web Developer,65000,0,AUD/NZD,,Australia,,Brisbane,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-04-28T02:13:59.456Z,25-34,Computing or Tech,Product Consultant,100000,5000,USD,,United States,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:14:03.221Z,45-54,Education (Higher Education),Department Chair,120000,0,USD,,United States,Georgia,Augusta,31 - 40 years,31 - 40 years,PhD,Woman,White
2021-04-28T02:14:07.278Z,25-34,Nonprofits,Director of Programs,36000,3000,USD,,United States,Maryland,Rockville,11 - 20 years,2 - 4 years,College degree,Man,White
2021-04-28T02:14:16.857Z,25-34,Beverage,Associate Production Planning Manager,67000,3500,USD,,United States,New York,Queens,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:14:28.630Z,35-44,Transport or Logistics,Director of Sales,90000,80000,USD,,United States,Texas,San Antonio,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-28T02:14:34.490Z,35-44,Education (Primary/Secondary),Teacher,69500,80000,USD,,United States,Washington,Vancouver,11 - 20 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
2021-04-28T02:14:38.913Z,35-44,Education (Higher Education),Assistant Professor,122500,0,USD,,United States,Maryland,Baltimore,11 - 20 years,8 - 10 years,PhD,Woman,White
2021-04-28T02:14:42.553Z,55-64,Computing or Tech,Web development,40000,0,USD,,United States,North Carolina,Charlotte,21 - 30 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:14:55.970Z,35-44,Computing or Tech,Solution consultant,128000,50000,USD,,United States,Pennsylvania,King of Prussia,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:15:27.551Z,25-34,Engineering,Analytical Biologist,92000,10000,USD,,United States,Indiana,Indianapolis,8 - 10 years,8 - 10 years,Master's degree,Man,White
2021-04-28T02:15:34.858Z,35-44,Nonprofits,Membership Manager,37440,500,USD,,United States,Washington,Seattle,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-28T02:16:06.285Z,25-34,Government and Public Administration,Laboratory Analyst II,67000,5000,USD,,United States,Minnesota,Saint Paul,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:16:07.188Z,25-34,Media & Digital,Editor,75712,5000,AUD/NZD,,Australia,,Melbourne,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-04-28T02:16:08.582Z,25-34,Education (Higher Education),Academic Advisor,50000,5000,USD,,United States,Minnesota,Minneapolis,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:16:30.702Z,35-44,Insurance,Head of Insurance Operations,180000,0,USD,,United States,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:16:44.758Z,25-34,Law,Associate,208000,0,USD,,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-28T02:16:55.648Z,45-54,Entertainment,Executive Assistant,67000,0,USD,,United States,California,San Francisco,21 - 30 years,5-7 years,College degree,Woman,White
2021-04-28T02:17:02.432Z,25-34,Business or Consulting,Consultant,90000,2000,AUD/NZD,,Australia,,Melbourne,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
2021-04-28T02:17:05.012Z,45-54,"Accounting, Banking & Finance",Bookkeeper and office Assistant,47200,3500,USD,,United States,Texas,Midland,31 - 40 years,5-7 years,Some college,Woman,White
2021-04-28T02:17:05.274Z,25-34,Government and Public Administration,Medical librarian,86000,3500,USD,,United States,Maryland,Bethesda,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:17:31.540Z,25-34,Computing or Tech,Silicon Validation Engineer,123000,75000,USD,,United States,Massachusetts,Boston,8 - 10 years,2 - 4 years,Master's degree,Non-binary,White
2021-04-28T02:17:32.027Z,25-34,Government and Public Administration,Data Management Officer,122530,75000,USD,,United States,Virginia,McLean,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:17:32.430Z,35-44,Nonprofits,Visitor Services and Volunteer Coordinator,61000,0,AUD/NZD,,Australia,,Melbourne,21 - 30 years,5-7 years,PhD,Woman,White
2021-04-28T02:17:32.543Z,35-44,Property or Construction,Journeyman electrician,94000,0,USD,,United States,Oregon,Portland,11 - 20 years,11 - 20 years,High School,Man,White
2021-04-28T02:17:55.077Z,35-44,Computing or Tech,Project Manager,8100000,0,JPY,,Japan,,Tokyo,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:18:12.681Z,25-34,Education (Higher Education),Lecturer,6000000,0,JPY,,Japan,,Hiroshima,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:18:18.700Z,35-44,Computing or Tech,Web Developer,80000,1200,USD,,United States,Rhode Island,Providence,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:18:35.926Z,45-54,Government and Public Administration,Senior Manager,100300,0,USD,,United States,California,Los Angeles,31 - 40 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:18:39.837Z,35-44,Education (Higher Education),Assistant Teaching Professor,56700,0,USD,,United States,Pennsylvania,Middletown,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-04-28T02:18:44.256Z,45-54,Government and Public Administration,Manager,167000,1500,USD,,United States,Maryland,Baltimore,11 - 20 years,8 - 10 years,PhD,Woman,White
2021-04-28T02:18:57.088Z,25-34,Education (Primary/Secondary),Learning Specialist,46813,0,USD,,United States,Georgia,Atlanta,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:19:08.858Z,45-54,"Accounting, Banking & Finance",CEO,275000,45000,AUD/NZD,,New Zealand,,Auckland,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-04-28T02:19:10.288Z,25-34,Recruitment or HR,Senior Labour Relations Advisor,95860,45000,CAD,,Canada,,Vancouver,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:19:13.287Z,25-34,Education (Higher Education),Assistant Director,66500,8000,USD,,United States,District of Columbia,Washington,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-28T02:19:30.708Z,25-34,Law,Associate attorney,70000,0,USD,,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
2021-04-28T02:19:40.065Z,25-34,"Accounting, Banking & Finance",Supervisor IT Financials and Contract Management,85000,0,USD,,United States,New York,Rochester,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:19:53.347Z,35-44,Retail,General Manager,86000,12000,USD,,United States,Illinois,Bloomington,11 - 20 years,11 - 20 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
2021-04-28T02:20:19.063Z,25-34,Nonprofits,Director of Public Policy & Government Affairs,105300,500,USD,,United States,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,PhD,Woman,White
2021-04-28T02:20:38.169Z,45-54,Utilities & Telecommunications,"Manager, Accounts Payable",90000,11000,USD,,United States,Iowa,Des Moines,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:21:01.993Z,35-44,Computing or Tech,Senior developer,110000,0,USD,,United States,Florida,Orlando,5-7 years,5-7 years,Master's degree,Man,White
2021-04-28T02:21:35.445Z,45-54,Nonprofits,Communications Coordinator,65000,0,USD,,United States,Massachusetts,Provincetown,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:21:46.611Z,35-44,Computing or Tech,EA,40000,0,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-04-28T02:21:46.781Z,35-44,Government and Public Administration,Library Assistant,28604,0,EUR,,United Kingdom,,Dublin Ireland,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:22:04.675Z,35-44,Property or Construction,Sr. Project Administrator,64500,0,USD,,United States,Pennsylvania,Media,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:22:08.824Z,35-44,Social Work,Clinical Supervisor,67800,0,USD,,United States,New York,Brooklyn,11 - 20 years,11 - 20 years,Master's degree,Non-binary,White
2021-04-28T02:22:11.818Z,45-54,"Accounting, Banking & Finance",Tax preparer,47840,300,USD,,United States,Colorado,Loveland,21 - 30 years,5-7 years,College degree,Woman,White
2021-04-28T02:22:14.507Z,35-44,Engineering,Controller,102000,10000,USD,,United States,Pennsylvania,Philadelphia,8 - 10 years,2 - 4 years,Master's degree,Woman,Another option not listed here or prefer not to answer
2021-04-28T02:22:21.503Z,25-34,Property or Construction,Labourer/Carpenter,43580,1000,CAD,,Canada,,Toronto,8 - 10 years,2 - 4 years,Some college,Man,"Asian or Asian American, White"
2021-04-28T02:22:47.876Z,25-34,"Marketing, Advertising & PR",Overseas Marketing,4800000,1000,JPY,,Japan,,Tokyo,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:22:54.591Z,25-34,Computing or Tech,User Researcher,255000,0,USD,,United States,California,Los Angeles,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:23:33.348Z,45-54,Nonprofits,Vice President,92000,0,USD,,United States,New York,New York,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-04-28T02:23:47.344Z,35-44,Education (Higher Education),"Director, Community Engagement",74600,0,USD,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-04-28T02:23:48.389Z,55-64,Education (Higher Education),Coordinator,36000,1500,USD,,United States,Missouri,Saint Louis,31 - 40 years,21 - 30 years,College degree,Woman,White
2021-04-28T02:24:09.759Z,35-44,Insurance,Senior Business Analyst,72500,2500,USD,,United States,Wisconsin,Milwaukee,21 - 30 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:24:39.759Z,25-34,Law,Associate,180000,40000,USD,,United States,New York,New York,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-28T02:24:57.293Z,35-44,Education (Higher Education),Lecturer,37500,0,USD,,United States,Wisconsin,Oshkosh,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-04-28T02:25:10.877Z,35-44,Hospitality & Events,Event Director,65000,20000,USD,,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-04-28T02:25:11.175Z,35-44,Education (Higher Education),Associate Director,75000,20000,USD,,United States,Massachusetts,Wellesley,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:25:12.318Z,35-44,Health care,Pharmacist,106840,0,USD,,United States,South Dakota,Yankton,21 - 30 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-28T02:25:26.301Z,35-44,Engineering,Senior Engineer,165000,0,USD,,United States,Florida,Merrit Island,11 - 20 years,11 - 20 years,College degree,Man,White
2021-04-28T02:25:36.320Z,55-64,Museums & archives,Collections Manager,43680,0,USD,,United States,Massachusetts,Boston,21 - 30 years,8 - 10 years,Master's degree,Woman,
2021-04-28T02:25:38.049Z,35-44,Computing or Tech,IT Team Lead,130000,0,USD,,United States,North Carolina,Research Triangle Park,11 - 20 years,11 - 20 years,Some college,Woman,"Asian or Asian American, White"
2021-04-28T02:25:49.135Z,35-44,"Accounting, Banking & Finance",Bank Examiner,150000,6000,USD,,United States,California,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-04-28T02:26:10.577Z,45-54,Government and Public Administration,Director,250000,0,AUD/NZD,,Australia,,Melbourne,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-04-28T02:26:15.313Z,25-34,Health care,Senior Financial Analyst,110000,16500,USD,,United States,Massachusetts,Springfield,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-28T02:26:22.805Z,35-44,Nonprofits,Support Specialist,53000,0,USD,,United States,Minnesota,Minneapolis,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-28T02:26:26.946Z,35-44,Utilities & Telecommunications,Utility Arborist,47000,3000,USD,,United States,Kentucky,Louisville,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:26:29.082Z,35-44,Engineering,HR manager,90000,3000,USD,,United States,Minnesota,Faribault,8 - 10 years,1 year or less,College degree,Woman,White
2021-04-28T02:26:38.172Z,35-44,Education (Higher Education),Senior Project Manager,89500,3000,USD,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-04-28T02:26:41.896Z,35-44,Education (Higher Education),Director of Grants,81400,0,USD,,United States,Illinois,greater Chicagoland,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:26:48.257Z,25-34,"Accounting, Banking & Finance",Corporate Tax Director,160000,30000,USD,,United States,California,South Lake Tahoe,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-28T02:27:26.646Z,25-34,"Marketing, Advertising & PR",Senior Director,180000,30000,USD,,United States,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-28T02:27:40.463Z,35-44,Retail,Department Manager,60000,1500,USD,,United States,Missouri,Kansas City,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:27:52.992Z,35-44,Computing or Tech,Seniors software developer,90000,0,CAD,,Canada,,"Kitchener, Ontario",8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:27:59.942Z,25-34,Oil and Gas,Geophysicist,142100,35800,AUD/NZD,,Australia,,Perth,5-7 years,5-7 years,PhD,Man,White
2021-04-28T02:28:04.499Z,55-64,Health care,RN,114400,0,USD,,United States,Oregon,Portland,31 - 40 years,21 - 30 years,Master's degree,Woman,White
2021-04-28T02:28:19.199Z,25-34,Engineering,Software Engineer,95000,5000,USD,,United States,Florida,Gainesville,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:28:30.504Z,45-54,"Marketing, Advertising & PR",Associate Director,176000,10000,USD,,United States,New Jersey,Montvale,11 - 20 years,8 - 10 years,Some college,Woman,White
2021-04-28T02:28:40.368Z,25-34,Insurance,Client Service Representative,44500,1300,USD,,United States,Illinois,Schaumburg,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-04-28T02:28:44.559Z,35-44,Social Work,Geriatric Social Worker,57000,0,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-28T02:29:16.579Z,35-44,Business or Consulting,Senior Designer,31000,900,GBP,,United Kingdom,,Glasgow,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:29:21.714Z,35-44,Education (Higher Education),Student recruitment,78000,0,CAD,,Canada,,Winnipeg,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-28T02:29:32.285Z,35-44,Computing or Tech,GIS Programmer / Analyst,67000,0,USD,,United States,Alaska,Anchorage,21 - 30 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:29:58.901Z,25-34,Retail,E-Commerce Manager,45000,0,CAD,,Canada,,Toronto,2 - 4 years,2 - 4 years,Some college,Woman,White
2021-04-28T02:30:11.142Z,25-34,"Marketing, Advertising & PR",Senior Campaign Manager,70000,8000,USD,,United States,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-28T02:30:16.034Z,55-64,Computing or Tech,Lead Specialist,97000,8000,USD,,United States,Oregon,Portland,31 - 40 years,21 - 30 years,College degree,Woman,White
2021-04-28T02:30:16.393Z,35-44,Computing or Tech,Scrum Master,127000,6400,USD,,United States,Ohio,Columbus,21 - 30 years,11 - 20 years,College degree,Woman,Black or African American
2021-04-28T02:30:33.034Z,35-44,"Accounting, Banking & Finance",President,150000,6400,USD,,United States,Arizona,Tucson,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:30:46.314Z,45-54,Property or Construction,Bookkeeper,60000,1000,USD,,United States,Oregon,Portland,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-28T02:30:57.820Z,35-44,Engineering,HR Business Partner,100000,15000,CAD,,Canada,,Plattsville,21 - 30 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-04-28T02:31:45.787Z,25-34,Education (Higher Education),Executive Assistant,120910,15000,AUD/NZD,,Australia,,Sydney,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-28T02:31:52.786Z,35-44,Business or Consulting,Inclusion Strategist,82500,0,USD,,United States,New York,Albany,11 - 20 years,1 year or less,PhD,Woman,White
2021-04-28T02:32:01.766Z,55-64,Shared office space,Community manager,48000,2000,USD,,United States,Illinois,Chicago,31 - 40 years,31 - 40 years,College degree,Woman,White
2021-04-28T02:32:09.368Z,35-44,Entertainment,Director,75000,0,USD,,United States,Oregon,Portland,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-28T02:32:11.073Z,25-34,Art & Design,Designer of specialty ceiling products,60000,1500,USD,,United States,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
2021-04-28T02:32:25.594Z,45-54,Retail,Store Manager,60,0,USD,,United States,Maryland,Bethesda,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-28T02:32:36.683Z,55-64,Labor Union,Assistant National Director,70000,0,USD,,United States,Illinois,Chicago,21 - 30 years,5-7 years,College degree,Woman,White
2021-04-28T02:33:28.500Z,35-44,Wine & Spirits,Brewmaster,52600,10000,USD,,United States,Ohio,Columbus,11 - 20 years,8 - 10 years,College degree,Man,White
2021-04-28T02:33:35.875Z,25-34,Insurance,Arbitration Rep,56000,0,USD,,United States,Illinois,Lisle,5-7 years,5-7 years,College degree,Woman,White
2021-04-28T02:33:54.335Z,45-54,Business or Consulting,Virtual Assistant,125000,7000,USD,,United States,Florida,Tampa,21 - 30 years,21 - 30 years,Some college,Woman,White
2021-04-28T02:34:00.293Z,45-54,Nonprofits,office manager,43800,0,USD,,United States,Vermont,Brattleboro,21 - 30 years,8 - 10 years,College degree,Woman,White
